url;Perfume;Brand;Country;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;Perfumer1;Perfumer2;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5;Url
14789;essence-oud;ferrari;Italy;men;4,03;720;2012.0;agarwood (oud);rose, olibanum, elemi resin, saffron, caraway;leather, labdanum;nathalie feisthauer;;oud;amber;leather;rose;fresh spicy;14789
925;sculpture-homme;nikos;Germany;men;4,03;2930;1995.0;orange blossom, lemon, bergamot, mandarin orange;jasmine, lily-of-the-valley, geranium, rose;tonka bean, benzoin, amber, cedar;michel almairac;;citrus;white floral;amber;aromatic;vanilla;925
50420;no-6-elegancia-natural;victorio-lucchino;Spain;men;4,03;31;2018.0;white pepper, bergamot, cardamom;woody notes, white cedar extract, geranium, patchouli;oakmoss, amber;unknown;;woody;fresh spicy;warm spicy;aromatic;citrus;50420
42173;sandalwood-and-cypress-cologne-intense;the-art-of-shaving;USA;men;4,03;59;2016.0;bergamot, chamomile;cardamom, black pepper, bay leaf, pink pepper, cumin;sandalwood, cypress, cedar, guaiac wood, olibanum, styrax;unknown;;woody;fresh spicy;aromatic;warm spicy;powdery;42173
72720;raw-cherry;aaron-terence-hughes;UK;unisex;4,03;183;2022.0;sour cherry, cherry liqueur, lemon, mandarin orange;woodsy notes, tonka bean, dark chocolate;vanilla, thailand oud, amaretto, nutmeg, damask rose;aaron terence hughes;;sweet;vanilla;cherry;woody;almond;72720
58430;blood-orange;aaron-terence-hughes;UK;unisex;4,03;125;2019.0;mandarin orange, blood orange, tangerine;jasmine sambac;musk, amber, sandalwood;aaron terence hughes;;citrus;musky;powdery;fruity;;58430
37753;first-instinct;abercrombie-fitch;USA;men;4,03;2018;2016.0;melon, tonic water, gin;violet leaf, sichuan pepper, citruses;musk, suede, amber;philippe romano;;ozonic;aquatic;aromatic;musky;fresh;37753
47809;interplay;alexandria-fragrances;USA;unisex;4,03;78;2017.0;jasmine, saffron;ambergris;sage, oakmoss, cedar;hany hafez;;white floral;mossy;aromatic;amber;herbal;47809
52901;trepak;alexandria-fragrances;USA;unisex;4,03;33;2018.0;cumin, lemon, lime, bergamot, tarragon, orange;ylang-ylang, peach, tuberose, rose, jasmine, violet, heliotrope, black currant;civet, oakmoss, musk, nutmeg, cloves, leather, labdanum, sandalwood, guaiac wood, patchouli, styrax, peru balsam, benzoin, vetiver, ambrette (musk mallow), cedar, vanilla;hany hafez;;woody;musky;animalic;powdery;amber;52901
58005;labyrinth-of-spices;alghabra-parfums;Turkey;unisex;4,03;115;2019.0;tobacco, turkish coffee beans, pineapple, labdanum;clove, nutmeg, anise, cardamom, cinnamon, lavender, tonka bean;amber, sandalwood, vetiver, musk, oakmoss, cedar;unknown;;warm spicy;woody;amber;sweet;aromatic;58005
32588;midnight-rose;amouroud;USA;unisex;4,03;209;2016.0;litchi, pomelo, mate;red rose, lily, iris;amber, agarwood (oud), labdanum;patricia choux;;rose;citrus;fruity;tropical;white floral;32588
3490;del-mar-marbella-edition;baldessarini;Germany;men;4,03;103;2008.0;grapefruit;cardamom, cedar;amber, vetiver;unknown;;citrus;aromatic;warm spicy;woody;amber;3490
38893;lignum-vitae;beaufort-london;UK;unisex;4,03;638;2016.0;biscuit, citron, sea notes, lime, ginger, caramel, bergamot, juniper, black pepper, red fruits, mandarin orange, olibanum;pepper, guaiac wood, agarwood (oud), vetiver;sea salt, vanilla, oakmoss, sand, olibanum, amber, musk;unknown;;citrus;aromatic;marine;fresh spicy;salty;38893
6136;pc02;biehl-parfumkunstwerke;Germany;unisex;4,03;281;2007.0;cardamom, spices, bergamot;sugar, almond, peony, rose, freesia;white honey, tonka bean, woodsy notes, patchouli, musk;patricia choux;;sweet;floral;warm spicy;vanilla;honey;6136
42568;rose-sapphire;boadicea-the-victorious;UK;unisex;4,03;70;2016.0;saffron, turmeric, geranium, cardamom;turkish rose, immortelle, neroli, hedione;patchouli, cypriol oil or nagarmotha, cedar, benzoin, myrrh, labdanum, musk;unknown;;warm spicy;rose;woody;amber;herbal;42568
37838;notorious;boadicea-the-victorious;UK;unisex;4,03;30;2016.0;cinammon, ylang-ylang, saffron, sicilian mandarin;dark chocolate, incense, castoreum, rock rose;leather, sandalowood, moss, patchouli, haitian vetiver, virginia cedar, amber;unknown;;warm spicy;woody;leather;smoky;chocolate;37838
132;boucheron-pour-homme;boucheron;France;men;4,03;1791;1991.0;lemon, lemon verbena, bergamot, lavender, orange, basil, mandarin orange;rose, carnation, jasmine, ylang-ylang, lily-of-the-valley, orris root;oakmoss, vetiver, sandalwood, incense, musk, benzoin, amber, tonka bean;unknown;;citrus;aromatic;woody;amber;fresh spicy;132
50018;ros;caswell-massey;USA;unisex;4,03;36;;bergamot;rose;spices, anise, black amber;laurent le guernec;;rose;warm spicy;citrus;floral;anis;50018
55526;costume-national-j;costume-national;Italy;unisex;4,03;245;2019.0;neroli, mandarin orange, lime;orange blossom, cherry blossom, rose;rice, cedar, cashmere wood, moss;fanny bal;;citrus;white floral;floral;woody;fresh;55526
74420;cuba-shadow;cuba-paris;France;men;4,03;79;2018.0;lemon, mint, pink pepper, grapefruit;ginger, iso e super, nutmeg, jasmine;sandalwood, incense, patchouli, cedar, musk, labdanum;unknown;;citrus;woody;aromatic;fresh spicy;green;74420
75041;black-onyx;ajmal;UAE;men;4,03;39;2016.0;bergamot, pineapple;galbanum, geranium, lavender, lily-of-the-valley;vetiver, cedar, oakmoss;unknown;;aromatic;woody;green;fresh spicy;earthy;75041
19420;blu;ajmal;UAE;men;4,03;299;2013.0;watermelon, lavender, bergamot;lotus, jasmine;musk, sandalwood, amber;unknown;;ozonic;aquatic;floral;powdery;lavender;19420
39035;dual;andrea-maack;Iceland;unisex;4,03;116;2016.0;lemon, ginger;pink pepper;cedar, amber;unknown;;citrus;warm spicy;woody;amber;soft spicy;39035
30183;liquo;angela-ciampagna;Italy;unisex;4,03;272;2015.0;lavender, violet, lemon;licorice, anise, hay, coumarin;vetiver, tonka bean, incense;angela ciampagna;;soft spicy;anis;sweet;aromatic;green;30183
45445;chocolat-irise;annette-neuffer;Germany;unisex;4,03;29;;clementine, tangerine, cassis, bergamot;orange blossom, orris root, rose oil, egyptian jasmine;cacao pod, sandalwood, patchouli, bourbon vanilla;annette neuffer;;citrus;woody;white floral;warm spicy;cacao;45445
45075;kaleidoscope;daniel-josier;Spain;unisex;4,03;63;2017.0;eucalyptus, peppermint, green tea;pine tree, lavender, rosemary;cedar, agarwood (oud), patchouli, incense;daniel josier;;woody;aromatic;green;fresh spicy;camphor;45075
11576;fuel-for-life-denim-collection-homme;diesel;Italy;men;4,03;201;2011.0;citruses;raspberry, lavender;woodsy notes;unknown;;fruity;citrus;sweet;lavender;woody;11576
14383;only-the-brave-tattoo;diesel;Italy;men;4,03;1132;2012.0;red apple, mandarin orange;pepper, sage;tobacco, benzoin, woodsy notes, patchouli;alberto morillas;honorine blanc;fruity;tobacco;sweet;warm spicy;woody;14383
16295;eight-bob;eight-bob;France;men;4,03;1030;2012.0;cardamom, ginger, lemon, bergamot;cedar, guaiac wood, hazelnut, labdanum;ambergris, vanilla, sandalwood, patchouli;unknown;;woody;warm spicy;amber;citrus;powdery;16295
74893;vani-charnel;epico;Mexico;unisex;4,03;143;2022.0;candied fruits, fruity notes, lemon;peach blossom, white flowers;vanilla, caramel, benzoin, musk;unknown;;vanilla;sweet;caramel;fruity;powdery;74893
14400;vetiver-incenso;farmacia-ss-annunziata;Italy;men;4,03;35;2012.0;grapefruit, ginger, bergamot, amalfi lemon;vetiver, incense, pink pepper, juniper;oak moss, amber, virginia cedar, patchouli;unknown;;woody;aromatic;earthy;amber;citrus;14400
51590;1927;floris;UK;unisex;4,03;67;2018.0;aldehydes, bergamot, mandarin orange;mimosa, narcissus, violet;musk, patchouli, vanilla;unknown;;yellow floral;powdery;aldehydic;citrus;floral;51590
34208;oud-touch;franck-olivier;France;men;4,03;1435;2014.0;caramel, raspberry, orange;rose, olibanum, patchouli, violet, jasmine;amber, vanilla, musk;unknown;;amber;rose;sweet;powdery;caramel;34208
69821;espiritu;house-of-bo;France;unisex;4,03;62;2021.0;osmanthus, clary sage;iris, tobacco leaf;leather, oak;rodrigo flores-roux;;floral;leather;fruity;aromatic;soft spicy;69821
28826;one-man-show-oud-edition;jacques-bogart;France;men;4,03;649;2014.0;galbanum, red thyme, bergamot;agarwood (oud), spices, geranium;leather, patchouli, papyrus;unknown;;oud;leather;warm spicy;aromatic;fresh spicy;28826
40701;secrets-du-paradis-rouge;jul-et-mad-paris;France;unisex;4,03;296;2016.0;neroli, mandarin orange, orange, cloves, artemisia;honey, orange blossom, almond, damask rose;benzoin, vanilla, amber, patchouli, woody notes, musk;luca maffei;;citrus;sweet;white floral;honey;amber;40701
30238;nin-shar;jul-et-mad-paris;France;unisex;4,03;286;2015.0;rose, artemisia, bergamot;turkish rose, patchouli, egyptian jasmine;bourbon vanilla, agarwood (oud), incense, benzoin, sandalwood, virginia cedar;sidonie lancesseur;;rose;amber;vanilla;woody;warm spicy;30238
1313;photo;karl-lagerfeld;France;men;4,03;653;1990.0;aldehydes, lavender, lemon, bergamot, mandarin orange, galbanum;carnation, rose, coriander, jasmine, honey, cyclamen, caraway;oakmoss, benzoin, sandalwood, musk, patchouli, tonka bean, cedar, amber, guaiac wood;unknown;;aromatic;woody;floral;citrus;warm spicy;1313
71741;iconic-gardenia;kkw-fragrance;USA;unisex;4,03;39;2022.0;honeysuckle, orange blossom, mandarin orange;gardenia, tuberose, jasmine;sandalwood, tonka bean, vanilla orchid;unknown;;white floral;tuberose;;;;71741
25334;urban-code;l-acqua-di-fiori;Italy;men;4,03;29;2007.0;ginger, cinnamon, bergamot, cardamom;musk, apple, artemisia, transparent woods;amber, musk, sandalwood, tonka bean;eurico mazzini;;warm spicy;amber;woody;cinnamon;powdery;25334
25350;frisson-de-verveine;l-occitane-en-provence;France;unisex;4,03;101;2014.0;citruses, bergamot;verbena, cucumber;woody notes, musk;unknown;;citrus;ozonic;aquatic;fresh spicy;green;25350
25043;mer-mistral;l-occitane-en-provence;France;unisex;4,03;109;2014.0;lemon, tangerine;pine tree, cypress, rosemary;cedar, musk, white amber;karine dubreuil-sereni;;woody;aromatic;citrus;fresh spicy;;25043
27995;patchouliful;laboratorio-olfattivo;Italy;unisex;4,03;199;2014.0;cinnamon, cloves, bergamot;patchouli, frangipani, iris;labdanum, cedar, musk;c�cile zarokian;;warm spicy;woody;patchouli;cinnamon;amber;27995
62238;mandarino;laboratorio-olfattivo;Italy;unisex;4,03;593;2020.0;mandarin orange;black currant;white musk;jean-claude ellena;;citrus;fruity;musky;;;62238
61154;aqua-millefolia;le-couvent-maison-de-parfum;France;unisex;4,03;108;2020.0;citron, mint;verbena;guaiac wood;jean-claude ellena;;citrus;aromatic;green;;;61154
1787;graphite-blue-by-realities;liz-claiborne;USA;men;4,03;40;2007.0;blue lavender, saffron, tangerine;cypress, clary sage, cardamom;oakmoss, sandalwood, cedar, musk, vetiver;unknown;;woody;aromatic;warm spicy;earthy;lavender;1787
54947;patchouli-1969;maitre-parfumeur-et-gantier;France;unisex;4,03;58;2019.0;patchouli, cardamom, petitgrain, bitter orange;patchouli, elemi resin, jasmine, lotus, rose;sandalwood, musk, vanilla;unknown;;warm spicy;woody;patchouli;aromatic;balsamic;54947
61638;maracuja-baunilha;maracuja-brasil;Brazil;unisex;4,03;36;2020.0;passionfruit, peach, pear;orchid, egyptian jasmine, orange blossom;vanilla, amber, tonka bean;unknown;;sweet;vanilla;fruity;tropical;amber;61638
53665;bleu-satin;mdci-parfums;France;men;4,03;185;2019.0;lemon, bergamot, green accord;watermelon, cassis, jasmine;woody notes, leather, saffron;c�cile zarokian;;citrus;woody;aromatic;ozonic;aquatic;53665
30971;energetic-aromatic-by-annie-buzantian;mercedes-benz;Germany;men;4,03;69;2015.0;bergamot, grapefruit, black currant;ivy, galbanum, cedar;suede, tonka bean, amber, sandalwood;annie buzantian;;citrus;green;woody;aromatic;fresh spicy;30971
6252;patchouli;molinard;France;unisex;4,03;145;1999.0;geranium, orange, african orange flower;patchouli;sandalwood, musk, vanilla;unknown;;woody;patchouli;warm spicy;powdery;balsamic;6252
91914;sunlit-clementine-vetiver-eau-de-parfum;molton-brown;UK;unisex;4,03;36;2024.0;mandarin orange, clementine, lime;iris, hazelnut, fig;bourbon vetiver, moss, suede;julie mass�;;citrus;earthy;woody;aromatic;sweet;91914
57799;vetiver-grapefruit;molton-brown;UK;unisex;4,03;30;2019.0;grapefruit, cardamom, pink pepper;nutmeg, cinnamon;vetiver, cedar, patchouli;unknown;;woody;citrus;aromatic;earthy;fresh spicy;57799
13057;apuldre;molton-brown;UK;unisex;4,03;33;2011.0;juniper berries, artemisia;cedar, violet leaf;leather, styrax;jennifer jambon;;aromatic;woody;fresh spicy;leather;amber;13057
21352;patchouli-intense;nicolai-parfumeur-createur;France;unisex;4,03;1150;;geranium, lavender, orange;patchouli, ceylon cinnamon, rose;sandalwood, amber, vanilla;patricia de nicolai;;fresh spicy;warm spicy;aromatic;patchouli;woody;21352
74576;tanis-tabac;nilafar-du-nil;Egypt;unisex;4,03;33;2022.0;egyptian jasmine, casablanca lily, tobacco leaf, black tea, nutmeg, thyme, petitgrain, ginger;incense, allspice, ylang-ylang, cardamom, cloves, water lily, violet, tuberose, myrtle, vetiver;tobacco blossom, musk, honey, sandalwood, opoponax, suede, labdanum, ambergris, cinnamon;michelle moellhausen;;white floral;amber;warm spicy;sweet;woody;74576
38122;black-caviar-for-men;paris-elysees;India;men;4,03;275;2013.0;bergamot, cedar, lemon;anise, herbal notes, olive blossom;tonka bean, guaiac wood;unknown;;citrus;woody;aromatic;vanilla;anis;38122
67431;mister-caviar;paris-elysees;India;men;4,03;101;2020.0;herbal notes, lemon, tangerine;nutmeg, cardamom;vetiver, sandalwood;unknown;;citrus;green;aromatic;woody;fresh spicy;67431
38864;santal-du-pacifique;perris-monte-carlo;France;unisex;4,03;440;2016.0;carrot;violet, gurjan balsam, lip gloss, orchid;sandalwood, musk;mathieu nardin;;woody;powdery;warm spicy;musky;;38864
58762;insurrection-ii-pure-extreme;reyane-tradition;UAE;men;4,03;38;;bergamot, cassis, apple, thyme, lemon, grapefruit, pineapple;vanilla, patchouli, cade oil, vetiver, cardamom;musk, cedar, cashmeran, amber;nejla barbir;;citrus;woody;vanilla;powdery;musky;58762
82733;r2b2-interstellar;reyane-tradition;UAE;unisex;4,03;37;2023.0;citruses, bergamot;lavender;vanilla, patchouli, vetiver, amber;unknown;;vanilla;patchouli;woody;citrus;lavender;82733
50268;amber;rook-perfumes;UK;unisex;4,03;40;2018.0;saffron;smoke, amber;resins, tonka bean, black musk;nadeem crowe;;amber;smoky;warm spicy;metallic;woody;50268
50269;forest;rook-perfumes;UK;unisex;4,03;87;2018.0;pine, cypress, black pepper, grass;incense, cannabis, patchouli;cedar, white musk;nadeem crowe;;woody;aromatic;green;fresh spicy;conifer;50269
38238;habanos;royal-crown;Italy;men;4,03;109;2014.0;tobacco leaf, saffron, ylang-ylang;tobacco, iris, galbanum, patchouli, damask rose, tuberose;tobacco, sandalwood, ambergris, vanilla absolute, gray musk;antonio visconti;;tobacco;woody;powdery;warm spicy;sweet;38238
18156;14-noontide-petals;tauer-perfumes;Switzerland;unisex;4,03;391;2013.0;aldehydes, bergamot, bourbon geranium;ylang-ylang, tuberose, rose, jasmine;olibanum, iris, vanilla, vetiver, sandalwood, styrax, patchouli;andy tauer;;aldehydic;woody;fresh spicy;amber;aromatic;18156
18621;yohji-homme;yohji-yamamoto;Japan;men;4,03;560;2013.0;licorice, juniper, sage, cardamom, bergamot;rum, coffee, geranium;cedar, leather, musk, patchouli;olivier pescheux;;aromatic;woody;warm spicy;fresh spicy;soft spicy;18621
37501;navigo-homme;jafra;USA;men;4,03;73;2013.0;lemon, herbal notes, bergamot, cardamom;lavender, violet, jasmine;oakmoss, musk, cedar, amber, patchouli;unknown;;citrus;aromatic;woody;powdery;green;37501
44112;liwa;widian;UAE;unisex;4,03;484;2017.0;saffron, artemisia, jasmine, bergamot;amber, white rose, geranium;incense, sandalwood, cedar, patchouli, agarwood (oud), vetiver;unknown;;warm spicy;amber;woody;aromatic;rose;44112
46800;majaina-sin;the-different-company;France;unisex;4,03;760;2017.0;bitter orange, orange blossom, ginger, neroli, bergamot;chestnut, cinnamon, heliotrope, orchid;vanilla, tonka bean, amber, sandalwood;emilie bevierre-coppermann;;vanilla;citrus;warm spicy;powdery;amber;46800
12344;pure-eve;the-different-company;France;unisex;4,03;1073;2011.0;aldehydes;flax, mimosa, white rose;candied almond, musk, sweet notes, dried fruits, cedar;celine ellena;;sweet;almond;fruity;nutty;musky;12344
5942;ted;ted-lapidus;France;men;4,03;132;1999.0;cedar, lemon;cinnamon, lime, nutmeg, ginger, caraway;amber, vanilla, tonka bean, white musk;unknown;;citrus;warm spicy;fresh spicy;amber;vanilla;5942
32837;107;scentbar;Italy;unisex;4,03;29;;bitter almond, anise, caraway, green notes, lemon, mandarin orange;licorice, black locust, jasmine sambac, magnolia, strawberry;ambergris, palisander rosewood, sandalwood, oakmoss;viola pompili;;sweet;almond;soft spicy;fruity;vanilla;32837
67110;rave-for-men;sapil;UAE;men;4,03;30;;pepper, calabrian bergamot;geranium, elemi, sichuan pepper, pink pepper, patchouli, vetiver;ambroxan, labdanum, cedar;unknown;;fresh spicy;aromatic;amber;woody;musky;67110
56159;a-gloria-da-manha;sapientiae-niche;Brazil;unisex;4,03;34;2016.0;lavender, petitgrain, sicilian lemon, yuzu, bitter almond, black currant, neroli, bergamot, mandarin orange;mint, sandalwood, african geranium, cedar, sage, wildflowers, oak, green apple;oakmoss, palo santo, coumarin, amber, musk, white musk;sanderson santana;;aromatic;woody;citrus;fresh spicy;green;56159
78251;estelar;sapientiae-niche;Brazil;unisex;4,03;64;2022.0;star anise, pink pepper, cassis, sicilian bergamot, mandarin orange;chinese cinnamon wood, cedar, cashmeran, iris;tobacco, caramel, agarwood (oud), ambroxan, amber, patchouli;sanderson santana;;soft spicy;anis;tobacco;cinnamon;woody;78251
56990;heroin;sapientiae-niche;Brazil;men;4,03;148;2017.0;almond, absinthe;absinthe, cedar, ylang-ylang;vanilla, resin, sandalowood, leather, patchouli, oakmoss;sanderson santana;;vanilla;almond;woody;sweet;aromatic;56990
44903;saphir-rose;sapientiae-niche;Brazil;unisex;4,03;120;2016.0;coffee, geranium, black pepper;rose, jasmine;cacao pod, incense, patchouli, saffron, sandalwood, tuberose;sanderson santana;;warm spicy;rose;cacao;coffee;woody;44903
72477;rosa-novella;santa-maria-novella;Italy;unisex;4,03;190;2020.0;petitgrain, lemon;rose de mai, gardenia, jasmine;patchouli, musk, sandalwood, cedar;unknown;;woody;citrus;rose;white floral;powdery;72477
83042;magnolia-2023;santa-maria-novella;Italy;unisex;4,03;70;2023.0;white rose, geranium;magnolia, jasmine sambac, champaca;musk, amber;unknown;;floral;rose;white floral;musky;fresh spicy;83042
37601;mentha-religiosa;roos-roos;Netherlands;unisex;4,03;324;2016.0;petitgrain, bergamot;mint;iris, incense, amberwood, heliotrope, vanilla;fabrice pellegrin;;amber;green;powdery;aromatic;vanilla;37601
31833;patchouli-blanc;reminiscence;France;unisex;4,03;349;2015.0;aldehydes, star anise;powdery notes, hawthorn;patchouli, white musk, sandalwood, amber;unknown;;powdery;woody;patchouli;musky;aldehydic;31833
43839;babel-s-heaven;regalien;Turkey;unisex;4,03;29;2016.0;pear, peach, mandarin orange, bergamot;rose, magnolia, freesia, cloves;amber, musk, patchouli;cara sylvain;;fruity;floral;sweet;rose;aquatic;43839
27515;hand-in-hand;ramon-monegal;Spain;unisex;4,03;38;2014.0;cardamom, coriander, ylang ylang;rose, geranium, galbanum;agarwood (oud), leather, madagascar vetiver;unknown;;rose;musky;warm spicy;oud;powdery;27515
12128;versilia-aurum;profumi-del-forte;Italy;unisex;4,03;286;2011.0;strawberry, plum, orange;heliotrope, ylang-ylang, tuberose, orchid, iris, rose, jasmine, lily-of-the-valley;vanille, tonka bean, tolu balsam, peru balsam, sandalwood, musk, ambergris;arturetto landi;;vanilla;sweet;powdery;amber;fruity;12128
1908;3600-white-for-men;perry-ellis;USA;men;4,03;314;2005.0;lime, cardamom, bergamot;orange blossom, lily-of-the-valley, orris root;vanilla, tonka bean, white musk, cedar;unknown;;vanilla;citrus;white floral;powdery;sweet;1908
30269;flame-of-gold;orlov-paris;France;unisex;4,03;144;2015.0;amber, musk;patchouli, virginia cedar;leather, vanilla;dominique ropion;;woody;leather;vanilla;amber;patchouli;30269
62529;citizen-jack-open-road;michael-malul-london;USA;men;4,03;32;2020.0;ginger, citruses;juniper berries;vanilla, tonka bean;unknown;;vanilla;warm spicy;aromatic;citrus;fresh;62529
63561;orlo;mendittorosa;Italy;unisex;4,03;76;2020.0;bitter orange, mandarin orange, bergamot, basil;cumin, neroli, elemi, petitgrain, cardamom, pink pepper, lavender, ylang-ylang;rum, papyrus, leather, saffron, hay, agarwood (oud);anne-sophie behaghel;;citrus;fresh spicy;aromatic;green;woody;63561
20503;montecristo;masque-milano;Italy;men;4,03;606;2013.0;ambrette (musk mallow), rum, cabreuva;tobacco, labdanum, benzoin, celery seeds;hyrax, styrax, guaiac wood, patchouli, cedar;delphine thierry;;amber;musky;woody;tobacco;sweet;20503
73498;white-whale;masque-milano;Italy;unisex;4,03;214;2022.0;salt, olibanum, madagascar pepper;chinese osmanthus, ambergris, violet, italian orris root;haitian vetiver, virginia cedar, indonesian patchouli leaf, labdanum;christian alori;;amber;woody;floral;salty;powdery;73498
65573;black-angel;mark-buxton;France;unisex;4,03;98;2021.0;ginger, mandarin orange;jasmine, orris;styrax, amber, patchouli;mark buxton;;amber;warm spicy;citrus;patchouli;woody;65573
58034;silky-sandalwood;majouri;France;unisex;4,03;39;2019.0;incense, pink pepper;sandalwood, cedar;myrrh, amber;jennifer jambon;;woody;amber;warm spicy;balsamic;powdery;58034
47804;joking-aside;m-int;Italy;unisex;4,03;29;2016.0;freesia, egyptian jasmine, coriander;jasmine sambac, bulgarian rose, orange blossom;musk, sandalwood, tonka bean, vanilla;fabrice pellegrin;;musky;floral;powdery;vanilla;white floral;47804
48613;shadow-gardens-temnye-allei;ladanika;Russia;unisex;4,03;65;2017.0;raspberry, tarragon, aldehydes, absinthe, green apple, cassis, anise, bergamot, calamus;lime (linden) blossom, myrtle;melilot or sweet clover, clover, dark chocolate, white honey, violet, cinnamon, oakmoss, musk, fenugreek, coconut, styrax;valeria karmanova;;sweet;floral;honey;green;yellow floral;48613
60970;elegant;la-rive;Poland;men;4,03;33;2015.0;clary sage, lavender;cedar, sandalwood;tobacco, benzoin;unknown;;aromatic;tobacco;woody;lavender;sweet;60970
31517;acqua-di-colonia-del-ponte;l-erbolario;Italy;unisex;4,03;40;;bergamot, patchouli, ginger;ivy, ylang-ylang, lily;mastic or lentisque, benzoin, tonka bean, white musk;unknown;;warm spicy;woody;amber;balsamic;citrus;31517
2904;sandalo;l-erbolario;Italy;unisex;4,03;106;;cedar, patchouli, lime, lemon;pine tree, resin, cinnamon, sage, jasmine sambac;incense, myrhh, vetiver, labdanum, malt;unknown;;woody;amber;warm spicy;balsamic;aromatic;2904
42138;silver-wood;korloff-paris;France;unisex;4,03;104;2016.0;cardamom, cinnamon, lavender;fig, nutmeg;palisander rosewood, labdanum;unknown;;warm spicy;woody;amber;fresh spicy;sweet;42138
49539;jihan;kajal;UAE;unisex;4,03;126;2018.0;saffron, apple blossom;rose, clove, magnolia;agarwood (oud), vanilla, patchouli, sandalwood, musk;unknown;;warm spicy;rose;oud;floral;vanilla;49539
16483;les-jeux-sont-faits;jovoy-paris;France;men;4,03;674;2012.0;angelica, dried fruits, petitgrain;tobacco leaf, rum, cumin, gin;labdanum, patchouli, sandalwood, vanilla;amelie bourgeois;;woody;amber;musky;sweet;tobacco;16483
70457;pentimento;jorum-studio;UK;unisex;4,03;116;2021.0;hazelnut, tiare flower, orchid, broom;carob tree, tobacco blossom;vanilla, tonka bean, rum;euan mccall;;sweet;nutty;woody;vanilla;white floral;70457
52278;entre-nous;galimard;France;unisex;4,03;32;2018.0;grapefruit, jasmine, green mango;lotus, hyacinth;iris, musk, labdanum;unknown;;floral;citrus;musky;powdery;fresh spicy;52278
41057;napoleon-1815;galimard;France;men;4,03;32;2015.0;citron, mandarin orange, pepper, bergamot;rose, orange blossom, jasmine, fig leaf, violet;vetiver, patchouli, sandalwood, vanilla;caroline de boutiny;;citrus;woody;aromatic;earthy;white floral;41057
18239;amalia-primavera;fueguia-1833;Argentina;unisex;4,03;88;2010.0;jasmine;jasmine;ambergris;julian bedel;;white floral;amber;animalic;;;18239
74666;lux-visionaria;filippo-sorcinelli;Italy;unisex;4,03;72;2022.0;myrrh, incense, vanilla, patchouli, saffron, amber;precious woods, ambrette (musk mallow), jasmine, lily-of-the-valley;smoke, artemisia, ylang-ylang;filippo sorcinelli;;amber;smoky;woody;warm spicy;balsamic;74666
74665;dolcissimo-sollievo;filippo-sorcinelli;Italy;unisex;4,03;129;2022.0;amber, vanilla, tonka bean, patchouli, musk;sea water, lily-of-the-valley, orris;incense, rosemary, gardenia, elemi resin;unknown;;amber;aromatic;vanilla;marine;white floral;74665
41074;black-tonka-eau-de-parfum;esteban;France;unisex;4,03;31;2016.0;pink pepper, ginger, bergamot;cinnamon, dried fruits, patchouli;tonka bean, sandalwood, vetiver;unknown;;warm spicy;woody;sweet;vanilla;cinnamon;41074
3414;tonka;esteban;France;unisex;4,03;242;2006.0;ginger, pink pepper, bergamot;dried fruits, patchouli, cinnamon;tonka bean, sandalwood, vetiver;fabrice pellegrin;;warm spicy;woody;vanilla;sweet;amber;3414
18473;orientalissime;esteban;France;unisex;4,03;58;2008.0;tea, bergamot;patchouli, agarwood (oud);resins, sandalwood, vanilla;unknown;;woody;amber;balsamic;vanilla;powdery;18473
1340;esprit-collection-man;esprit;Germany;men;4,03;37;;rhubarb, bergamot, basil;rosemary, clary sage;amber, vetiver;unknown;;aromatic;green;fresh spicy;woody;amber;1340
1710;passion-for-men;elizabeth-taylor;USA;men;4,03;607;1989.0;lavender, fruity notes, bergamot, orange, galbanum, neroli, lemon;cinnamon, carnation, nutmeg, sandalwood, patchouli, cedar, balsam fir, jasmine, geranium;vanilla, benzoin, styrax, tonka bean, oakmoss, amber, musk, vetiver;unknown;;warm spicy;woody;amber;aromatic;fresh spicy;1710
61805;jupiter;electimuss;UK;unisex;4,03;123;2020.0;agarwood (oud), incense, saffron, davana, labdanum;patchouli, sandalwood, vetiver, cedar;ambrette (musk mallow), ambergris, musk, tonka bean, vanilla;sofia bardelli;;amber;warm spicy;woody;musky;balsamic;61805
61806;rhodanthe;electimuss;UK;unisex;4,03;139;2019.0;cloves, pear, lemon, bergamot;bulgarian rose, raspberry, saffron, pink pepper, violet, black tea;agarwood (oud), patchouli, amber, musk, cedar, vanilla;sofia bardelli;;rose;warm spicy;fruity;oud;sweet;61806
57633;05-terra;divina-terra;Russia;unisex;4,03;95;2019.0;pepper, oregano, bergamot;opoponax, amber, labdanum;agarwood (oud), patchouli, sandalwood;paolo terenzi;;amber;fresh spicy;balsamic;woody;warm spicy;57633
43689;sky-father;dame-perfumery;USA;men;4,03;75;2017.0;clove, lemon, cinnamon, lime, orange, thyme, anise, pimento, plum;lavender, jasmine, geranium, ylang-ylang, galbanum;musk, sandalwood, vanilla;jeffrey dame;;warm spicy;citrus;aromatic;fresh spicy;sweet;43689
84545;eccentric;franck-boclet;France;unisex;4,03;58;2023.0;star anise, mandarin orange, bergamot;cherry, iris;vanilla, sandal, musk;sidonie lancesseur;;powdery;vanilla;cherry;woody;sweet;84545
